user_id,skill_name,correct,order_id,timestamp
student_006,ch1,1,5,2026-08-29T09:27
student_006,ch1,0,6,2026-08-29T09:28
student_006,ch1,0,7,2026-08-29T09:30
student_006,ch1,0,8,2026-08-29T09:33
student_006,ch6,0,1,2026-08-29T09:37
student_006,ch6,0,2,2026-08-29T09:39
student_006,ch6,0,3,2026-08-29T09:41
student_006,ch6,0,4,2026-08-29T09:43
student_006,ch6,0,5,2026-08-29T09:46
student_006,ch6,0,6,2026-08-29T09:50
student_006,ch6,0,7,2026-08-29T09:53
student_006,ch4,0,1,2026-08-29T09:57
student_006,ch4,0,2,2026-08-29T10:01
student_006,ch4,0,3,2026-08-29T10:04
student_006,ch4,0,4,2026-08-29T10:08
student_006,ch4,0,5,2026-08-29T10:11
student_006,ch4,0,6,2026-08-29T10:13
student_006,ch4,0,7,2026-08-29T10:15
student_006,ch5,1,1,2026-08-29T10:19
student_006,ch5,0,2,2026-08-29T10:23
student_006,ch5,1,3,2026-08-29T10:25
student_006,ch5,1,4,2026-08-29T10:26
student_006,ch5,1,5,2026-08-29T10:29
student_006,ch5,0,6,2026-08-29T10:33
student_006,ch5,1,7,2026-08-29T10:37
student_006,ch5,1,8,2026-08-29T10:39
student_006,ch2,0,1,2026-08-29T10:40
student_006,ch2,0,2,2026-08-29T10:43
student_006,ch2,0,3,2026-08-29T10:47
student_006,ch2,0,4,2026-08-29T10:50
student_006,ch2,0,5,2026-08-29T10:54
student_006,ch2,0,6,2026-08-29T10:58
student_006,ch2,0,7,2026-08-29T10:59
student_006,ch2,0,8,2026-08-29T11:01
student_006,ch2,0,9,2026-08-29T11:04
student_006,ch2,0,10,2026-08-29T11:05
student_006,ch0,0,1,2026-08-29T11:06
student_006,ch0,0,2,2026-08-29T11:09
student_006,ch0,0,3,2026-08-29T11:10
student_006,ch0,0,4,2026-08-29T11:11
student_006,ch0,0,5,2026-08-29T11:14
student_006,ch7,0,1,2026-08-29T11:16
student_006,ch7,1,2,2026-08-29T11:17
student_006,ch7,0,3,2026-08-29T11:21
student_006,ch7,0,4,2026-08-29T11:23
student_006,ch7,0,5,2026-08-29T11:25
student_006,ch7,1,6,2026-08-29T11:28
student_007,ch6,0,1,2026-08-29T09:03
student_007,ch6,0,2,2026-08-29T09:07
student_007,ch6,0,3,2026-08-29T09:11
student_007,ch6,0,4,2026-08-29T09:13
student_007,ch6,0,5,2026-08-29T09:17
student_007,ch6,0,6,2026-08-29T09:21
student_007,ch6,0,7,2026-08-29T09:24
student_007,ch4,1,1,2026-08-29T09:28
student_007,ch4,1,2,2026-08-29T09:29
student_007,ch4,0,3,2026-08-29T09:33
student_007,ch4,0,4,2026-08-29T09:36
student_007,ch4,0,5,2026-08-29T09:38
student_007,ch4,0,6,2026-08-29T09:41
student_007,ch4,1,7,2026-08-29T09:43
student_007,ch1,0,1,2026-08-29T09:45
student_007,ch1,0,2,2026-08-29T09:46
student_007,ch1,0,3,2026-08-29T09:50
student_007,ch1,1,4,2026-08-29T09:53
student_007,ch1,0,5,2026-08-29T09:54
student_007,ch1,0,6,2026-08-29T09:57
student_007,ch1,0,7,2026-08-29T09:59
student_007,ch1,0,8,2026-08-29T10:02
student_007,ch1,0,9,2026-08-29T10:05
student_007,ch1,0,10,2026-08-29T10:08
student_007,ch3,0,1,2026-08-29T10:11
student_007,ch3,0,2,2026-08-29T10:14
student_007,ch3,0,3,2026-08-29T10:18
student_007,ch3,0,4,2026-08-29T10:20
student_007,ch3,0,5,2026-08-29T10:22
student_007,ch3,0,6,2026-08-29T10:26
student_007,ch3,0,7,2026-08-29T10:29
student_007,ch3,1,8,2026-08-29T10:33
student_007,ch0,1,1,2026-08-29T10:36
student_007,ch0,0,2,2026-08-29T10:39
student_007,ch0,0,3,2026-08-29T10:42
student_007,ch0,1,4,2026-08-29T10:44
student_007,ch0,0,5,2026-08-29T10:47
student_007,ch0,0,6,2026-08-29T10:49
student_007,ch0,0,7,2026-08-29T10:53
student_007,ch0,0,8,2026-08-29T10:56
student_007,ch0,0,9,2026-08-29T10:57
student_007,ch5,0,1,2026-08-29T11:01
student_007,ch5,1,2,2026-08-29T11:03
student_007,ch5,0,3,2026-08-29T11:05
student_007,ch5,0,4,2026-08-29T11:08
student_007,ch5,0,5,2026-08-29T11:12
student_007,ch2,1,1,2026-08-29T11:16
student_007,ch2,0,2,2026-08-29T11:20
student_007,ch2,0,3,2026-08-29T11:23
student_007,ch2,1,4,2026-08-29T11:26
student_007,ch2,1,5,2026-08-29T11:30
student_007,ch2,0,6,2026-08-29T11:33
student_007,ch2,1,7,2026-08-29T11:36
student_007,ch2,1,8,2026-08-29T11:39
student_007,ch2,1,9,2026-08-29T11:42
student_007,ch2,1,10,2026-08-29T11:43
student_007,ch7,1,1,2026-08-29T11:45
student_007,ch7,0,2,2026-08-29T11:46
student_007,ch7,1,3,2026-08-29T11:49
student_007,ch7,1,4,2026-08-29T11:51
student_007,ch7,0,5,2026-08-29T11:53
student_007,ch7,1,6,2026-08-29T11:55
student_007,ch7,1,7,2026-08-29T11:57
student_007,ch7,1,8,2026-08-29T11:59
student_008,ch4,1,1,2026-08-29T09:03
student_008,ch4,0,2,2026-08-29T09:05
student_008,ch4,0,3,2026-08-29T09:06
student_008,ch4,1,4,2026-08-29T09:07
student_008,ch4,1,5,2026-08-29T09:11
student_008,ch3,1,1,2026-08-29T09:15
student_008,ch3,0,2,2026-08-29T09:16
student_008,ch3,0,3,2026-08-29T09:18
student_008,ch3,0,4,2026-08-29T09:19
student_008,ch3,0,5,2026-08-29T09:22
student_008,ch3,0,6,2026-08-29T09:23
student_008,ch3,1,7,2026-08-29T09:27
student_008,ch3,0,8,2026-08-29T09:31
student_008,ch3,0,9,2026-08-29T09:35
student_008,ch3,0,10,2026-08-29T09:39
student_008,ch7,0,1,2026-08-29T09:41
student_008,ch7,1,2,2026-08-29T09:44
student_008,ch7,0,3,2026-08-29T09:47
student_008,ch7,0,4,2026-08-29T09:50
student_008,ch7,0,5,2026-08-29T09:54
student_008,ch6,1,1,2026-08-29T09:56
student_008,ch6,0,2,2026-08-29T09:58
student_008,ch6,0,3,2026-08-29T10:02
student_008,ch6,0,4,2026-08-29T10:03
student_008,ch6,0,5,2026-08-29T10:06
student_008,ch6,0,6,2026-08-29T10:09
student_008,ch6,0,7,2026-08-29T10:13
student_008,ch6,1,8,2026-08-29T10:14
student_008,ch6,1,9,2026-08-29T10:15
student_008,ch6,0,10,2026-08-29T10:18
student_008,ch5,1,1,2026-08-29T10:21
student_008,ch5,0,2,2026-08-29T10:25
student_008,ch5,1,3,2026-08-29T10:29
student_008,ch5,0,4,2026-08-29T10:30
student_008,ch5,0,5,2026-08-29T10:33
student_008,ch5,1,6,2026-08-29T10:35
student_008,ch5,1,7,2026-08-29T10:39
student_008,ch5,1,8,2026-08-29T10:40
student_008,ch5,1,9,2026-08-29T10:43
student_008,ch1,0,1,2026-08-29T10:47
student_008,ch1,0,2,2026-08-29T10:48
student_008,ch1,0,3,2026-08-29T10:51
student_008,ch1,1,4,2026-08-29T10:54
student_008,ch1,0,5,2026-08-29T10:57
student_008,ch1,0,6,2026-08-29T11:00
student_008,ch1,1,7,2026-08-29T11:02
student_008,ch2,1,1,2026-08-29T11:03
student_008,ch2,1,2,2026-08-29T11:05
student_008,ch2,1,3,2026-08-29T11:09
student_008,ch2,1,4,2026-08-29T11:12
student_008,ch2,1,5,2026-08-29T11:15
student_008,ch2,0,6,2026-08-29T11:16
student_008,ch2,0,7,2026-08-29T11:18
student_008,ch2,1,8,2026-08-29T11:19
student_008,ch0,0,1,2026-08-29T11:23
student_008,ch0,0,2,2026-08-29T11:27
student_008,ch0,0,3,2026-08-29T11:29
student_008,ch0,0,4,2026-08-29T11:30
student_008,ch0,0,5,2026-08-29T11:31
student_008,ch0,0,6,2026-08-29T11:35
student_008,ch0,0,7,2026-08-29T11:38
student_009,ch6,0,1,2026-08-29T09:03
student_009,ch6,0,2,2026-08-29T09:04
student_009,ch6,1,3,2026-08-29T09:08
student_009,ch6,1,4,2026-08-29T09:12
student_009,ch6,0,5,2026-08-29T09:14
student_009,ch6,0,6,2026-08-29T09:17
student_009,ch2,1,1,2026-08-29T09:18
student_009,ch2,0,2,2026-08-29T09:19
student_009,ch2,0,3,2026-08-29T09:23
student_009,ch2,0,4,2026-08-29T09:27
student_009,ch2,0,5,2026-08-29T09:31
student_009,ch2,1,6,2026-08-29T09:34
student_009,ch2,1,7,2026-08-29T09:38
student_009,ch2,0,8,2026-08-29T09:41
student_009,ch2,1,9,2026-08-29T09:42
student_009,ch2,1,10,2026-08-29T09:46
student_009,ch5,0,1,2026-08-29T09:49
student_009,ch5,1,2,2026-08-29T09:51
student_009,ch5,1,3,2026-08-29T09:52
student_009,ch5,0,4,2026-08-29T09:54
student_009,ch5,0,5,2026-08-29T09:57
student_009,ch5,1,6,2026-08-29T09:59
student_009,ch5,1,7,2026-08-29T10:01
student_009,ch5,1,8,2026-08-29T10:03
student_009,ch7,1,1,2026-08-29T10:07
student_009,ch7,1,2,2026-08-29T10:11
student_009,ch7,0,3,2026-08-29T10:14
student_009,ch7,0,4,2026-08-29T10:17
student_009,ch7,1,5,2026-08-29T10:18
student_009,ch7,1,6,2026-08-29T10:21
student_009,ch7,0,7,2026-08-29T10:22
student_009,ch7,1,8,2026-08-29T10:23
student_009,ch7,1,9,2026-08-29T10:27
student_009,ch7,1,10,2026-08-29T10:30
student_009,ch4,0,1,2026-08-29T10:31
student_009,ch4,0,2,2026-08-29T10:35
student_009,ch4,0,3,2026-08-29T10:36
student_009,ch4,0,4,2026-08-29T10:38
student_009,ch4,0,5,2026-08-29T10:42
student_009,ch3,0,1,2026-08-29T10:45
student_009,ch3,0,2,2026-08-29T10:46
student_009,ch3,0,3,2026-08-29T10:48
student_009,ch3,1,4,2026-08-29T10:52
student_009,ch3,0,5,2026-08-29T10:54
student_009,ch1,0,1,2026-08-29T10:57
student_009,ch1,0,2,2026-08-29T10:58
student_009,ch1,0,3,2026-08-29T11:01
student_009,ch1,1,4,2026-08-29T11:02
student_009,ch1,0,5,2026-08-29T11:06
student_009,ch1,0,6,2026-08-29T11:08
student_009,ch1,0,7,2026-08-29T11:10
student_009,ch0,0,1,2026-08-29T11:14
student_009,ch0,1,2,2026-08-29T11:15
student_009,ch0,1,3,2026-08-29T11:19
student_009,ch0,0,4,2026-08-29T11:22
student_009,ch0,0,5,2026-08-29T11:23
student_009,ch0,0,6,2026-08-29T11:27
student_009,ch0,0,7,2026-08-29T11:28
student_010,ch3,1,1,2026-08-29T09:03
student_010,ch3,0,2,2026-08-29T09:04
student_010,ch3,0,3,2026-08-29T09:05
student_010,ch3,0,4,2026-08-29T09:07
student_010,ch3,0,5,2026-08-29T09:09
student_010,ch3,1,6,2026-08-29T09:11
student_010,ch0,0,1,2026-08-29T09:13
student_010,ch0,0,2,2026-08-29T09:16
student_010,ch0,0,3,2026-08-29T09:20
student_010,ch0,0,4,2026-08-29T09:22
student_010,ch0,0,5,2026-08-29T09:26
student_010,ch4,1,1,2026-08-29T09:30
student_010,ch4,1,2,2026-08-29T09:33
student_010,ch4,0,3,2026-08-29T09:37
student_010,ch4,0,4,2026-08-29T09:39
student_010,ch4,0,5,2026-08-29T09:41
student_010,ch4,0,6,2026-08-29T09:42
student_010,ch6,0,1,2026-08-29T09:43
student_010,ch6,0,2,2026-08-29T09:44
student_010,ch6,0,3,2026-08-29T09:46
student_010,ch6,0,4,2026-08-29T09:48
student_010,ch6,0,5,2026-08-29T09:49
student_010,ch6,0,6,2026-08-29T09:51
student_010,ch6,0,7,2026-08-29T09:54
student_010,ch7,1,1,2026-08-29T09:57
student_010,ch7,1,2,2026-08-29T09:58
student_010,ch7,1,3,2026-08-29T09:59
student_010,ch7,1,4,2026-08-29T10:00
student_010,ch7,0,5,2026-08-29T10:03
student_010,ch7,0,6,2026-08-29T10:05
student_010,ch7,1,7,2026-08-29T10:09
student_010,ch7,1,8,2026-08-29T10:11
student_010,ch1,0,1,2026-08-29T10:12
student_010,ch1,0,2,2026-08-29T10:13
student_010,ch1,1,3,2026-08-29T10:15
student_010,ch1,0,4,2026-08-29T10:19
student_010,ch1,1,5,2026-08-29T10:22
student_010,ch1,1,6,2026-08-29T10:23
student_010,ch1,1,7,2026-08-29T10:27
student_010,ch1,0,8,2026-08-29T10:31
student_010,ch2,0,1,2026-08-29T10:32
student_010,ch2,0,2,2026-08-29T10:34
student_010,ch2,0,3,2026-08-29T10:37
student_010,ch2,0,4,2026-08-29T10:40
student_010,ch2,0,5,2026-08-29T10:44
student_010,ch2,0,6,2026-08-29T10:45
student_010,ch2,0,7,2026-08-29T10:48
student_010,ch2,1,8,2026-08-29T10:49
student_010,ch5,1,1,2026-08-29T10:53
student_010,ch5,0,2,2026-08-29T10:56
student_010,ch5,0,3,2026-08-29T10:59
student_010,ch5,0,4,2026-08-29T11:02
student_010,ch5,1,5,2026-08-29T11:03
student_010,ch5,0,6,2026-08-29T11:06
student_010,ch5,1,7,2026-08-29T11:09
student_010,ch5,0,8,2026-08-29T11:11
student_011,ch2,1,1,2026-08-29T09:02
student_011,ch2,0,2,2026-08-29T09:05
student_011,ch2,0,3,2026-08-29T09:09
student_011,ch2,0,4,2026-08-29T09:13
student_011,ch2,0,5,2026-08-29T09:15
student_011,ch2,0,6,2026-08-29T09:16
student_011,ch6,1,1,2026-08-29T09:19
student_011,ch6,1,2,2026-08-29T09:23
student_011,ch6,0,3,2026-08-29T09:27
student_011,ch6,1,4,2026-08-29T09:29
student_011,ch6,1,5,2026-08-29T09:33
student_011,ch6,1,6,2026-08-29T09:36
student_011,ch6,0,7,2026-08-29T09:40
student_011,ch0,0,1,2026-08-29T09:42
student_011,ch0,0,2,2026-08-29T09:45
student_011,ch0,1,3,2026-08-29T09:48
student_011,ch0,0,4,2026-08-29T09:51
student_011,ch0,0,5,2026-08-29T09:55
student_011,ch0,0,6,2026-08-29T09:59
